request_id,status,recommended_payment_option_id,recommended_payment_method,amount_safe_to_pay,earliest_safe_full_payment_date,payment_schedule,spending_interventions,explanation
request_218,REJECTED,none,none,0.0,none,none,none,"Request 218 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_219,REJECTED,none,none,0.0,none,none,none,"Request 219 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. The total paid remains at $0.00."
request_220,REJECTED,none,none,0.0,none,none,none,"Request #220 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the provided financial facts."
request_221,REJECTED,none,none,0.0,none,none,none,"Request #221 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_222,REJECTED,none,none,0.0,none,none,none,"Request 222 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_223,REJECTED,none,none,0.0,none,none,none,"Request #223 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_224,REJECTED,none,none,0.0,none,none,none,Request 224 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_225,REJECTED,none,none,0.0,none,none,none,"Request 225 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_226,REJECTED,none,none,0.0,none,none,none,"Request 226 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with established financial constraints."
request_227,REJECTED,none,none,0.0,none,none,none,"Request 227 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_228,REJECTED,none,none,0.0,none,none,none,"Request 228 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_229,REJECTED,none,none,0.0,none,none,none,"Request 229 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the provided financial facts."
request_230,REJECTED,none,none,0.0,none,none,none,"Request 230 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_231,REJECTED,none,none,0.0,none,none,none,"Request #231 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_232,REJECTED,none,none,0.0,none,none,none,"Request #232 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_233,REJECTED,none,none,0.0,none,none,none,"Request #233 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_234,REJECTED,none,none,0.0,none,none,none,"Request #234 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_235,REJECTED,none,none,0.0,none,none,none,"Request #235 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_236,REJECTED,none,none,0.0,none,none,none,"Request 236 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_237,REJECTED,none,none,0.0,none,none,none,"Request 237 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_238,REJECTED,none,none,0.0,none,none,none,"Request 238 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_239,REJECTED,none,none,0.0,none,none,none,"Request 239 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_240,REJECTED,none,none,0.0,none,none,none,"Request 240 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_241,REJECTED,none,none,0.0,none,none,none,"Request 241 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_242,REJECTED,none,none,0.0,none,none,none,"Request 242 was rejected due to a tight liquidity buffer. No interventions were required, and no funds were paid."
request_243,REJECTED,none,none,0.0,none,none,none,Request 243 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_244,REJECTED,none,none,0.0,none,none,none,"Request 244 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_245,REJECTED,none,none,0.0,none,none,none,"Request 245 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_246,REJECTED,none,none,0.0,none,none,none,"Request 246 was rejected due to a tight liquidity buffer, with no payment made. No interventions were required or implemented."
request_247,REJECTED,none,none,0.0,none,none,none,"Request #request_247 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with existing financial constraints."
request_248,REJECTED,none,none,0.0,none,none,none,"Request 248 was rejected due to a tight liquidity buffer, with no payment made. No interventions were required or implemented."
request_249,REJECTED,none,none,0.0,none,none,none,"Request 249 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_250,REJECTED,none,none,0.0,none,none,none,Request #250 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_251,REJECTED,none,none,0.0,none,none,none,"Request 251 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_252,REJECTED,none,none,0.0,none,none,none,"Request 252 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_253,REJECTED,none,none,0.0,none,none,none,"Request 253 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_254,REJECTED,none,none,0.0,none,none,none,"Request 254 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_255,REJECTED,none,none,0.0,none,none,none,"Request 255 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_256,REJECTED,none,none,0.0,none,none,none,"Request #256 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with established financial constraints."
request_257,REJECTED,none,none,0.0,none,none,none,"Request 257 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_258,REJECTED,none,none,0.0,none,none,none,"Request 258 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_259,REJECTED,none,none,0.0,none,none,none,"Request 259 was rejected due to a tight liquidity buffer. No payments were made, and there were no interventions applied."
request_260,REJECTED,none,none,0.0,none,none,none,"Request 260 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_261,REJECTED,none,none,0.0,none,none,none,"Request 261 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_262,REJECTED,none,none,0.0,none,none,none,"Request 262 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were required."
request_263,REJECTED,none,none,0.0,none,none,none,"Request 263 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_264,REJECTED,none,none,0.0,none,none,none,"Request 264 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_265,REJECTED,none,none,0.0,none,none,none,"Request 265 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_266,REJECTED,none,none,0.0,none,none,none,"Request 266 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_267,REJECTED,none,none,0.0,none,none,none,"Request 267 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_268,REJECTED,none,none,0.0,none,none,none,"Request 268 was rejected due to a tight liquidity buffer, with no payment made. No interventions were required or applied."
request_269,REJECTED,none,none,0.0,none,none,none,"Request 269 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_270,REJECTED,none,none,0.0,none,none,none,"Request 270 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_271,REJECTED,none,none,0.0,none,none,none,"Request 271 was rejected due to a tight liquidity buffer. No interventions were required, and no funds were paid."
request_272,REJECTED,none,none,0.0,none,none,none,"Request 272 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_273,REJECTED,none,none,0.0,none,none,none,"Request 273 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_274,REJECTED,none,none,0.0,none,none,none,"Request 274 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_275,REJECTED,none,none,0.0,none,none,none,"Request 275 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with established financial constraints."
